Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
54047180,05/01/2022 12:22:36 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,972 ANDERSON AVENUE,ANDERSON AVENUE,WEST  162 STREET,WEST  164 STREET,WEST  162 STREET,WEST  164 STREET,ADDRESS,BRONX,ANDERSON AVENUE,,In Progress,,,,04 BRONX,2025040071,BRONX,1004288,242300,ONLINE,Unspecified,BRONX,,,,,,,,40.83171020890688,-73.92759085192755,"(40.83171020890688, -73.92759085192755)"
54051396,05/01/2022 12:22:36 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,113 NORTH    3 STREET,NORTH    3 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    3 STREET,,In Progress,,,,01 BROOKLYN,3023500026,BROOKLYN,994840,200365,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71662603700051,-73.96179814494636,"(40.71662603700051, -73.96179814494636)"
54050339,05/01/2022 12:22:49 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10312,35 AMANDA COURT,AMANDA COURT,,DEAD END,,DEAD END,ADDRESS,STATEN ISLAND,AMANDA COURT,,In Progress,,,,03 STATEN ISLAND,,STATEN ISLAND,932865,144853,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.56411498115925,-74.18494072305862,"(40.56411498115925, -74.18494072305862)"
54048807,05/01/2022 12:22:56 AM,05/01/2022 12:47:44 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,1430 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  131 STREET,WEST  133 STREET,WEST  131 STREET,WEST  133 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:47:49 AM,09 MANHATTAN,1019840001,MANHATTAN,996992,236773,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.816553704378244,-73.95396610565416,"(40.816553704378244, -73.95396610565416)"
54048294,05/01/2022 12:23:14 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,955 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,In Progress,,,,04 BRONX,2025110072,BRONX,1003926,242216,ONLINE,Unspecified,BRONX,,,,,,,,40.83148046700411,-73.92889921787773,"(40.83148046700411, -73.92889921787773)"
54049846,05/01/2022 12:23:36 AM,05/01/2022 01:14:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,134 WEST   46 STREET,WEST   46 STREET,AVENUE OF THE AMERICAS,ACTORS EQUITY CORNER,AVENUE OF THE AMERICAS,ACTORS EQUITY CORNER,ADDRESS,NEW YORK,WEST   46 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:14:39 AM,05 MANHATTAN,1009980050,MANHATTAN,988860,215381,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75784637806792,-73.98335981768489,"(40.75784637806792, -73.98335981768489)"
54051440,05/01/2022 12:23:36 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,89 STREET,89 STREET,89 STREET,ROOSEVELT AVENUE,89 STREET,ROOSEVELT AVENUE,INTERSECTION,,,,In Progress,,,,03 QUEENS,,QUEENS,1018216,211933,ONLINE,Unspecified,QUEENS,,,,,,,,40.748318461316934,-73.87741436487356,"(40.748318461316934, -73.87741436487356)"
54049060,05/01/2022 12:24:00 AM,05/01/2022 01:43:43 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11421,75-11 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,WOODHAVEN,ROCKAWAY BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:43:50 AM,09 QUEENS,4089480035,QUEENS,1021686,189179,MOBILE,Unspecified,QUEENS,,,,,,,,40.68585025585859,-73.86501745811722,"(40.68585025585859, -73.86501745811722)"
54049349,05/01/2022 12:24:20 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,3571 BROADWAY,BROADWAY,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,,09 MANHATTAN,1020930034,MANHATTAN,998153,240721,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.827388095072116,-73.94976350261219,"(40.827388095072116, -73.94976350261219)"
54047868,05/01/2022 12:24:23 AM,05/01/2022 12:39:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,161 WEST  106 STREET,WEST  106 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:39:33 AM,07 MANHATTAN,1018610001,MANHATTAN,993595,230985,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80067149462688,-73.96624673569453,"(40.80067149462688, -73.96624673569453)"
54052077,05/01/2022 12:24:28 AM,05/01/2022 12:58:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,200 WEST  133 STREET,WEST  133 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  133 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:58:19 AM,10 MANHATTAN,1019380036,MANHATTAN,999432,235922,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.814214091563265,-73.94515287800367,"(40.814214091563265, -73.94515287800367)"
54047663,05/01/2022 12:24:33 AM,05/01/2022 12:45:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11377,67-03 WOODSIDE AVENUE,WOODSIDE AVENUE,67 STREET,67 STREET,67 STREET,67 STREET,ADDRESS,WOODSIDE,WOODSIDE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:45:59 AM,02 QUEENS,4013070052,QUEENS,1012677,210025,ONLINE,Unspecified,QUEENS,,,,,,,,40.743101024032335,-73.89741304204851,"(40.743101024032335, -73.89741304204851)"
54048285,05/01/2022 12:24:39 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,985 ANDERSON AVENUE,ANDERSON AVENUE,WEST  162 STREET,WEST  164 STREET,WEST  162 STREET,WEST  164 STREET,ADDRESS,BRONX,ANDERSON AVENUE,,In Progress,,,,04 BRONX,2025070024,BRONX,1004304,242341,MOBILE,Unspecified,BRONX,,,,,,,,40.831822705773014,-73.9275329119217,"(40.831822705773014, -73.9275329119217)"
54050920,05/01/2022 12:24:44 AM,05/01/2022 01:08:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,MILLER AVENUE,MILLER AVENUE,MILLER AVENUE,SUTTER AVENUE,MILLER AVENUE,SUTTER AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:08:19 AM,05 BROOKLYN,,BROOKLYN,1014610,183416,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67005923614186,-73.8905572395769,"(40.67005923614186, -73.8905572395769)"
54050114,05/01/2022 12:24:58 AM,05/01/2022 12:39:15 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,161 DUKE ELLINGTON BOULEVARD,DUKE ELLINGTON BOULEVARD,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:39:20 AM,07 MANHATTAN,1018610001,MANHATTAN,993595,230985,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80067149462688,-73.96624673569453,"(40.80067149462688, -73.96624673569453)"
54053032,05/01/2022 12:25:01 AM,05/01/2022 12:36:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215,359 20 STREET,20 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,20 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:36:33 AM,07 BROOKLYN,3008860054,BROOKLYN,987295,179594,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65962022691638,-73.98902500099439,"(40.65962022691638, -73.98902500099439)"
54052475,05/01/2022 12:25:01 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,583 FAIRVIEW AVENUE,FAIRVIEW AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,RIDGEWOOD,FAIRVIEW AVENUE,,In Progress,,,,05 QUEENS,4033840006,QUEENS,1009982,197057,PHONE,Unspecified,QUEENS,,,,,,,,40.70751528615564,-73.90718829704078,"(40.70751528615564, -73.90718829704078)"
54053489,05/01/2022 12:25:01 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,929 46 STREET,46 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,46 STREET,,In Progress,,,,12 BROOKLYN,3056130061,BROOKLYN,984695,173017,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64156830351192,-73.99839653422599,"(40.64156830351192, -73.99839653422599)"
54050950,05/01/2022 12:25:04 AM,05/01/2022 02:00:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,86-21 102 ROAD,102 ROAD,86 STREET,88 STREET,86 STREET,88 STREET,ADDRESS,OZONE PARK,102 ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 02:00:27 AM,09 QUEENS,4090880031,QUEENS,1025094,187362,ONLINE,Unspecified,QUEENS,,,,,,,,40.68084794166331,-73.8527403088371,"(40.68084794166331, -73.8527403088371)"
54046128,05/01/2022 12:25:06 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11370,79-12 32 AVENUE,32 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,EAST ELMHURST,32 AVENUE,,In Progress,,,,03 QUEENS,4011750005,QUEENS,1015189,215238,ONLINE,Unspecified,QUEENS,,,,,,,,40.75740095009443,-73.88832379733734,"(40.75740095009443, -73.88832379733734)"
54046719,05/01/2022 12:25:10 AM,05/01/2022 02:03:33 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,218 MENAHAN STREET,MENAHAN STREET,WILSON AVENUE,DETECTIVE JOSEPH TAYLOR WAY,WILSON AVENUE,DETECTIVE JOSEPH TAYLOR WAY,ADDRESS,BROOKLYN,MENAHAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 02:03:31 AM,04 BROOKLYN,,BROOKLYN,1007275,193679,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.698250931404736,-73.91696360851088,"(40.698250931404736, -73.91696360851088)"
54053560,05/01/2022 12:25:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,31-18 42 STREET,42 STREET,31 AVENUE,VINCENT CANNARIATO JR WAY,31 AVENUE,VINCENT CANNARIATO JR WAY,ADDRESS,ASTORIA,42 STREET,,In Progress,,,,01 QUEENS,4006790047,QUEENS,1007511,216147,ONLINE,Unspecified,QUEENS,,,,,,,,40.75991945478208,-73.91603484060398,"(40.75991945478208, -73.91603484060398)"
54053021,05/01/2022 12:25:26 AM,05/01/2022 01:10:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10310,141 ELM STREET,ELM STREET,RICHMOND TERRACE,HENDERSON AVENUE,RICHMOND TERRACE,HENDERSON AVENUE,ADDRESS,STATEN ISLAND,ELM STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:10:09 AM,01 STATEN ISLAND,5001570184,STATEN ISLAND,952696,171479,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.63729062939532,-74.11369107837488,"(40.63729062939532, -74.11369107837488)"
54047801,05/01/2022 12:25:27 AM,05/01/2022 12:33:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10028,1611 2 AVENUE,2 AVENUE,EAST   83 STREET,EAST   84 STREET,EAST   83 STREET,EAST   84 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:33:58 AM,08 MANHATTAN,1015290025,MANHATTAN,997293,222108,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.776301828333935,-73.9529071456563,"(40.776301828333935, -73.9529071456563)"
54045784,05/01/2022 12:25:30 AM,05/01/2022 01:38:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,174 RIVINGTON STREET,RIVINGTON STREET,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,NEW YORK,RIVINGTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:38:35 AM,03 MANHATTAN,1003440169,MANHATTAN,988541,201200,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.718923209076685,-73.9845203205241,"(40.718923209076685, -73.9845203205241)"
54045712,05/01/2022 12:25:31 AM,05/01/2022 01:07:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,109 POST AVENUE,POST AVENUE,WEST  204 STREET,WALTHER DELGADO WAY,WEST  204 STREET,WALTHER DELGADO WAY,ADDRESS,NEW YORK,POST AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 01:07:14 AM,12 MANHATTAN,1022190001,MANHATTAN,1006227,254199,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8643648284726,-73.92054510016914,"(40.8643648284726, -73.92054510016914)"
54050978,05/01/2022 12:25:38 AM,05/01/2022 12:37:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,550 WEST   54 STREET,WEST   54 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:37:25 AM,04 MANHATTAN,1010827501,MANHATTAN,986276,219197,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76832128492756,-73.99268583260026,"(40.76832128492756, -73.99268583260026)"
54053647,05/01/2022 12:25:38 AM,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10013,72 WALKER STREET,WALKER STREET,BROADWAY,CORTLANDT ALLEY,BROADWAY,CORTLANDT ALLEY,ADDRESS,NEW YORK,WALKER STREET,,In Progress,,,,01 MANHATTAN,1001960031,MANHATTAN,983646,201037,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71847683329303,-74.00217890089417,"(40.71847683329303, -74.00217890089417)"
54049945,05/01/2022 12:25:55 AM,05/01/2022 12:46:09 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,756 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:46:13 AM,03 BROOKLYN,3017547502,BROOKLYN,997562,192506,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69505126104589,-73.95199447186556,"(40.69505126104589, -73.95199447186556)"
54046675,05/01/2022 12:26:00 AM,05/01/2022 12:36:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,364 WEST  127 STREET,WEST  127 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  127 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:37:03 AM,09 MANHATTAN,1019530055,MANHATTAN,997426,235252,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81237834836466,-73.95240115039357,"(40.81237834836466, -73.95240115039357)"
54049469,05/01/2022 12:26:04 AM,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Store/Commercial,11207,160 JAMAICA AVENUE,JAMAICA AVENUE,BRADFORD STREET,MILLER AVENUE,BRADFORD STREET,MILLER AVENUE,ADDRESS,BROOKLYN,JAMAICA AVENUE,,In Progress,,,,05 BROOKLYN,3036560001,BROOKLYN,1013687,186971,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67982002082158,-73.89386897144715,"(40.67982002082158, -73.89386897144715)"
54048257,05/01/2022 12:26:17 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,144-48 ROOSEVELT AVENUE,ROOSEVELT AVENUE,PARSONS BOULEVARD,147 STREET,PARSONS BOULEVARD,147 STREET,ADDRESS,FLUSHING,ROOSEVELT AVENUE,,In Progress,,,,07 QUEENS,4050257501,QUEENS,1034056,216988,ONLINE,Unspecified,QUEENS,,,,,,,,40.762118091895076,-73.82020940321463,"(40.762118091895076, -73.82020940321463)"
54045607,05/01/2022 12:26:26 AM,05/01/2022 01:15:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,9 CHARLTON STREET,CHARLTON STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,CHARLTON STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,05/01/2022 01:15:14 AM,02 MANHATTAN,1005190050,MANHATTAN,983148,204148,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7270157277186,-74.0039759212815,"(40.7270157277186, -74.0039759212815)"
54045661,05/01/2022 12:26:28 AM,05/01/2022 01:33:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10303,55 CONTINENTAL PLACE,CONTINENTAL PLACE,UNION AVENUE,GRIDLEY AVENUE,UNION AVENUE,GRIDLEY AVENUE,ADDRESS,STATEN ISLAND,CONTINENTAL PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:33:20 AM,01 STATEN ISLAND,5012300111,STATEN ISLAND,940240,168931,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.630243789794896,-74.15855414097045,"(40.630243789794896, -74.15855414097045)"
54051089,05/01/2022 12:26:37 AM,05/01/2022 12:49:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,129 ALLEN STREET,ALLEN STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,ALLEN STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 12:49:09 AM,03 MANHATTAN,1004150031,MANHATTAN,987089,201746,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72042243272935,-73.98975814530769,"(40.72042243272935, -73.98975814530769)"
54049036,05/01/2022 12:26:39 AM,05/01/2022 12:55:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,SHERMAN AVENUE,SHERMAN AVENUE,SHERMAN AVENUE,THAYER STREET,SHERMAN AVENUE,THAYER STREET,INTERSECTION,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 12:55:39 AM,12 MANHATTAN,,MANHATTAN,1004463,253787,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86323822887115,-73.92692384541492,"(40.86323822887115, -73.92692384541492)"
54046828,05/01/2022 12:26:41 AM,05/01/2022 12:44:44 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,28 RUTGERS STREET,RUTGERS STREET,HENRY STREET,MADISON STREET,HENRY STREET,MADISON STREET,ADDRESS,NEW YORK,RUTGERS STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 12:44:48 AM,03 MANHATTAN,1002730023,MANHATTAN,987008,199033,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71297592362543,-73.99005146898931,"(40.71297592362543, -73.99005146898931)"
54048864,05/01/2022 12:27:02 AM,05/01/2022 12:57:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,169 EAST   99 STREET,EAST   99 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   99 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:57:59 AM,11 MANHATTAN,1016270031,MANHATTAN,998412,226198,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78752606925869,-73.94885828086409,"(40.78752606925869, -73.94885828086409)"
54049933,05/01/2022 12:27:08 AM,05/01/2022 12:46:39 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,756 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:46:43 AM,03 BROOKLYN,3017547502,BROOKLYN,997562,192506,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69505126104589,-73.95199447186556,"(40.69505126104589, -73.95199447186556)"
54048293,05/01/2022 12:27:10 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1815 MONROE AVENUE,MONROE AVENUE,LT HOWARD CARPLUK PLACE,EAST  176 STREET,LT HOWARD CARPLUK PLACE,EAST  176 STREET,ADDRESS,BRONX,MONROE AVENUE,,In Progress,,,,05 BRONX,2028000019,BRONX,1010126,247907,ONLINE,Unspecified,BRONX,,,,,,,,40.8470846093912,-73.9064730855593,"(40.8470846093912, -73.9064730855593)"
54045425,05/01/2022 12:27:11 AM,05/01/2022 01:10:23 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,2087 UNION STREET,UNION STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 01:10:26 AM,16 BROOKLYN,3035320021,BROOKLYN,1006092,181619,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6651519862246,-73.92126901809677,"(40.6651519862246, -73.92126901809677)"
54050002,05/01/2022 12:27:17 AM,05/01/2022 12:54:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,5009 BROADWAY,BROADWAY,MIGUEL A MELENCIANO WAY,WEST  214 STREET,MIGUEL A MELENCIANO WAY,WEST  214 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:54:39 AM,12 MANHATTAN,1022430030,MANHATTAN,1007219,255968,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86921766810914,-73.91695259575096,"(40.86921766810914, -73.91695259575096)"
54051564,05/01/2022 12:27:25 AM,05/01/2022 12:58:08 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10031,3620 BROADWAY,BROADWAY,WEST  149 STREET,WEST  150 STREET,WEST  149 STREET,WEST  150 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department issued a summons in response to the complaint.,05/01/2022 12:58:14 AM,09 MANHATTAN,1020810001,MANHATTAN,998498,241332,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.829064565437044,-73.94851559726504,"(40.829064565437044, -73.94851559726504)"
54048692,05/01/2022 12:27:25 AM,05/01/2022 01:00:04 AM,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11229,2718 GERRITSEN AVENUE,GERRITSEN AVENUE,EVERETT AVENUE,FLORENCE AVENUE,EVERETT AVENUE,FLORENCE AVENUE,ADDRESS,BROOKLYN,GERRITSEN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:00:09 AM,15 BROOKLYN,3089250182,BROOKLYN,1005044,155267,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5928238549481,-73.92512779280403,"(40.5928238549481, -73.92512779280403)"
54046003,05/01/2022 12:27:30 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,372 EAST  235 STREET,EAST  235 STREET,MARTHA AVENUE,VIREO AVENUE,MARTHA AVENUE,VIREO AVENUE,ADDRESS,BRONX,EAST  235 STREET,,In Progress,,,,12 BRONX,2033830048,BRONX,1021658,266420,ONLINE,Unspecified,BRONX,,,,,,,,40.89785572732723,-73.86468820674861,"(40.89785572732723, -73.86468820674861)"
54048928,05/01/2022 12:27:30 AM,05/01/2022 01:31:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,17 MONITOR STREET,MONITOR STREET,RICHARDSON STREET,HERBERT STREET,RICHARDSON STREET,HERBERT STREET,ADDRESS,BROOKLYN,MONITOR STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:31:37 AM,01 BROOKLYN,3028320015,BROOKLYN,1000425,201493,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71971367718542,-73.94164837977573,"(40.71971367718542, -73.94164837977573)"
54048514,05/01/2022 12:27:34 AM,05/01/2022 12:41:56 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,137 LINWOOD STREET,LINWOOD STREET,RIDGEWOOD AVENUE,ARLINGTON AVENUE,RIDGEWOOD AVENUE,ARLINGTON AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 12:41:59 AM,05 BROOKLYN,3039270023,BROOKLYN,1016334,187902,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68236620370976,-73.88432115737362,"(40.68236620370976, -73.88432115737362)"
